[English Term]	[Arabic Translation]	[Sentiment Score]	[Positive Occurrence Count]	[Negative Occurrence Count]
additional	إضافي	0.324	6	7
bethany	بيت عنيا	0.324	6	7
#sleeping	#نائم	0.324	6	7
scout	كشاف	0.324	24	28
blooming	تزهر	0.324	6	7
courtney	كورتني	0.324	18	21
mot	يذكره	0.324	12	14
exeter	إكستر	0.324	6	7
discussions	مناقشات	0.324	6	7
#netflix	#نيتفليكس	0.324	12	14
beforehand	سلفا	0.324	6	7
evaluation	تقييم	0.324	6	7
sullivan	سوليفان	0.324	6	7
triangle	مثلث	0.324	12	14
colton	كولتون	0.324	6	7
slaughterhouse	مسلخ	0.324	6	7
indoors	في الداخل	0.324	18	21
nora	نورا	0.324	6	7
ung	اونج	0.324	6	7
dink	دينك	0.324	6	7
monitor	رصد	0.324	12	14
turkish	اللغة التركية	0.324	18	21
wills	الوصايا	0.324	18	21
promising	واعد	0.324	18	21
everest	ايفرست	0.324	6	7
bronzer	برونزي	0.324	6	7
#much	#كثيرا	0.324	6	7
await	ترقب	0.324	6	7
chan	تشان	0.324	12	14
swisher	سويشر	0.324	6	7
trader	تاجر	0.324	12	14
mas	ماس	0.324	18	21
browser	المتصفح	0.324	6	7
redneck	الأمريكي الأحمر	0.324	18	21
#hardcore	#المتشددين	0.324	6	7
supportive	داعمة	0.324	12	14
toyota	تويوتا	0.324	6	7
cheerleading	التشجيع	0.324	18	21
celebrates	تحتفل	0.324	6	7
launched	أطلقت	0.324	6	7
deadlines	المواعيد النهائية	0.324	6	7
banjo	البانجو	0.324	6	7
secure	تأمين	0.324	12	14
recite	سرد	0.324	6	7
reading	قراءة	0.324	805	939
rebel	متمرد	0.324	12	14
tuesdays	الثلاثاء	0.324	24	28
texture	الملمس	0.324	6	7
lc	قانون العمل	0.324	6	7
miguel	ميغيل	0.324	24	28
retires	يتقاعد	0.324	6	7
bates	بيتس	0.324	6	7
stains	البقع	0.324	24	28
jackie	جاكي	0.324	24	28
sats	تكبدتها الشركة	0.324	6	7
crock	جرة	0.324	6	7
tiff	شجار	0.324	6	7
elbowed	مكوع	0.324	6	7
nay	لا بل	0.324	6	7
finland	فنلندا	0.324	6	7
gina	جينا	0.324	6	7
fila	فيلا	0.324	6	7
clone	استنساخ	0.324	6	7
splashed	رشت	0.324	6	7
gervais	جيرفيه	0.324	6	7
laryngitis	إلتهاب الحنجرة	0.324	6	7
soulmate	توأم الروح	0.324	6	7
loading	تحميل	0.324	24	28
editor	محرر	0.324	6	7
surrey	سيارة بمقعدين	0.324	6	7
blur	شىء ضبابي	0.324	12	14
leaked	تسربت	0.324	12	14
kan	اساسه	0.324	12	14
gloria	غلوريا	0.324	6	7
tubs	أحواض	0.324	6	7
#munchies	#المأكولات_الخفيفة	0.324	6	7
robertson	روبرتسون	0.324	6	7
argos	أرغوس	0.324	6	7
tucker	ضنى	0.324	12	14
seeds	البذور	0.324	30	35
unload	تفريغ	0.324	6	7
xavier	كزافييه	0.324	6	7
aiming	تهدف	0.324	12	14
superior	متفوق	0.324	24	28
cocaine	كوكايين	0.324	24	28
cuba	كوبا	0.324	6	7
pondering	التأمل	0.324	6	7
rn	آر	0.324	36	42
specs	المواصفات	0.324	6	7
stretching	تمدد	0.324	18	21
reviewing	مراجعة	0.324	12	14
owl	بومة	0.324	30	35
whitening	تبييض	0.324	6	7
merlin	ميرلين	0.324	6	7
salem	سالم	0.324	6	7
foo	فو	0.324	12	14
fingernail	ظفر	0.324	6	7
unimportant	غير مهم	0.324	6	7
peggy	بيجي	0.324	6	7
minivan	شاحنة صغيرة	0.324	6	7
map	خريطة	0.324	30	35
dilemma	معضلة	0.324	6	7
hairdo	تسريحة	0.324	6	7
sail	الشراع	0.324	6	7
vt	فاتو	0.324	6	7
folding	للطي	0.324	12	14
contacts	الاتصالات	0.324	90	105
tre	عطر	0.324	6	7
spammed	المتطفلة	0.324	6	7
musically	موسيقيا	0.324	6	7
performances	العروض	0.324	48	56
gabe	غابي	0.324	6	7
hints	إشارة	0.324	6	7
blacked	الظلام	0.324	12	14
nene	نيني	0.324	6	7
writers	الكتاب	0.324	24	28
christmas	عيد الميلاد	0.322	3082	3601
noon	ظهيرة	0.322	65	76
coming	قادم	0.322	1377	1610
johnson	جونسون	0.321	118	138
root	جذر	0.321	53	62
heavy	ثقيل	0.321	112	131
diamond	الماس	0.32	76	89
ms	سيد	0.32	105	123
jacket	سترة	0.32	216	253
branch	فرع	0.318	23	27
nipple	حلمة الثدي	0.318	23	27
maintain	الحفاظ على	0.318	23	27
reverse	عكس	0.318	23	27
baker	خباز	0.318	23	27
prayer	صلاة	0.318	52	61
radio	راديو	0.318	559	656
actors	الجهات الفاعلة	0.318	46	54
plane	طائرة	0.318	161	189
traveling	مسافر	0.318	23	27
fails	فشل	0.317	86	101
twilight	الشفق	0.316	154	181
alicia	أليسيا	0.316	57	67
aka	ويعرف أيضا باسم	0.316	91	107
fortunate	محظوظ	0.315	17	20
unlucky	قليل الحظ	0.315	34	40
luis	لويس	0.315	17	20
cousins	أبناء العمومة	0.315	107	126
truly	حقا	0.315	288	339
supreme	سامي	0.315	17	20
#up	#فوق	0.315	17	20
streets	الشوارع	0.314	90	106
addicted	مدمن	0.314	101	119
competition	منافسة	0.314	112	132
apparently	كما يبدو	0.313	529	624
beef	لحم بقر	0.313	128	151
add	إضافة	0.313	240	283
protein	بروتين	0.313	89	105
sporting	رياضي	0.312	50	59
wins	انتصارات	0.312	166	196
washed	مغسول	0.312	155	183
djs	دي جي	0.311	11	13
corporate	الشركات	0.311	22	26
charming	جذاب	0.311	22	26
deeper	أعمق	0.311	22	26
graphics	الرسومات	0.311	22	26
nips	خطط التنفيذ الوطنية	0.311	11	13
bladder	مثانة	0.311	11	13
pitchers	أباريق	0.311	11	13
endings	النهايات	0.311	11	13
eid	العيد	0.311	22	26
asos	أسوس	0.311	11	13
pickled	مخلل	0.311	11	13
moe	وزارة التربية	0.311	11	13
sucha	سوشا	0.311	11	13
irony	سخرية	0.311	11	13
limp	عرج	0.311	11	13
buzz	شرب حتى الثمالة	0.311	44	52
smartest	أذكى	0.311	11	13
stripe	شريط	0.311	11	13
delivering	تسليم	0.311	11	13
sailor	بحار	0.311	11	13
dripping	تقطر	0.311	22	26
edwards	إدواردز	0.311	11	13
filling	حشوة	0.311	66	78
start	بداية	0.31	2335	2763
insane	مجنون	0.309	109	129
tooth	سن	0.309	87	103
darts	لعبة الرشق بالسهام	0.309	109	129
mornin	مورنين	0.309	49	58
bedroom	غرفة النوم	0.308	140	166
meanwhile	في غضون	0.308	27	32
precious	ثمين	0.308	54	64
bounce	وثب	0.308	27	32
fence	سياج	0.308	27	32
bear	يتحمل	0.307	129	153
styles	الأنماط	0.307	43	51
fair	معرض	0.307	337	400
pops	الملوثات العضوية الثابتة	0.307	91	108
permanently	بشكل دائم	0.306	16	19
whisky	ويسكي	0.306	16	19
baltimore	بالتيمور	0.306	16	19
brazilian	برازيلي	0.306	32	38
nottingham	نوتنغهام	0.306	16	19
dealer	تاجر	0.306	16	19
chunks	قطع	0.306	16	19
thirty	ثلاثون	0.305	37	44
skins	جلود	0.305	37	44
ginger	زنجبيل	0.305	138	164
twin	التوأم	0.305	69	82
holds	يحمل	0.305	37	44
vodka	فودكا	0.305	280	333
walks	يمشي	0.304	116	138
calendar	تقويم	0.304	58	69
chunk	قطعة	0.304	21	25
winners	الفائزين	0.304	42	50
skunk	خدع	0.304	21	25
ps	ملاحظة	0.304	58	69
eventful	زاخر بالأحداث	0.304	21	25
my	لي	0.304	58476	69555
vending	بيع	0.304	21	25
ourselves	أنفسنا	0.304	58	69
forgot	نسيت	0.303	786	936
lesson	درس	0.303	193	230
noodles	الشعرية	0.302	104	124
glove	قفاز	0.302	26	31
tweeter	مكبر الصوت	0.302	26	31
jumper	سترة	0.301	98	117
waitress	نادلة	0.301	31	37
livin	يفين	0.301	31	37
diving	غوص	0.301	98	117
#twitter	#تغريد	0.3	36	43
share	حصة	0.3	169	202
hat	قبعة	0.3	216	258
term	مصطلح	0.3	123	147
dine	تناول الطعام	0.3	36	43
yelled	صاح	0.299	46	55
loads	الأحمال	0.299	224	268
jet	طائرة نفاثة	0.299	56	67
shaved	حلق	0.299	56	67
pump	مضخة	0.299	46	55
wore	لبس	0.299	133	159
tumblr	نعرفكم	0.299	102	122
planet	كوكب	0.297	131	157
lord	رب	0.297	404	484
gives	يعطي	0.297	322	386
massive	هائل	0.297	312	374
laundry	مغسلة	0.297	156	187
disasters	الكوارث	0.296	5	6
cooperate	تعاون	0.296	5	6
trials	المحاكمات	0.296	15	18
unstoppable	لا يمكن وقفها	0.296	10	12
ink	حبر	0.296	55	66
blastin	بلاستين	0.296	5	6
encourage	شجع	0.296	25	30
notecards	نوتيكاردس	0.296	5	6
roxy	روكسي	0.296	5	6
towel	منشفة	0.296	70	84
bookie	وكيل المراهنات	0.296	5	6
imitation	تقليد	0.296	5	6
intersection	تقاطع طرق	0.296	5	6
socal	سوكال	0.296	5	6
faculty	كلية	0.296	5	6
url	رابط	0.296	5	6
thumping	شاذ	0.296	5	6
obtained	التي تم الحصول عليها	0.296	5	6
thorn	شوكة	0.296	5	6
ram	رام	0.296	15	18
crawley	كرولي	0.296	5	6
dim	خافت	0.296	10	12
etihad	الاتحاد للطيران	0.296	5	6
prayed	يصلي	0.296	10	12
rolex	رولكس	0.296	5	6
radar	رادار	0.296	10	12
swerving	تجنح	0.296	5	6
ox	ثور	0.296	5	6
tact	براعة	0.296	5	6
pablo	بابلو	0.296	5	6
flexing	الثناء	0.296	5	6
#ah	#آه	0.296	5	6
salads	صلاح الدين	0.296	5	6
foams	الرغاوي	0.296	5	6
ned	نيد	0.296	5	6
linebacker	الظهير	0.296	5	6
stayin	ابقى في	0.296	20	24
mallorca	مايوركا	0.296	5	6
application	تطبيق	0.296	30	36
vaughan	فوغان	0.296	5	6
flowers	الزهور	0.296	80	96
thoughtful	مدروس	0.296	5	6
grooming	الاستمالة	0.296	5	6
#italy	#إيطاليا	0.296	5	6
registration	تسجيل	0.296	20	24
reminders	تذكير	0.296	5	6
psy	النفسية	0.296	10	12
ls	ليرة سورية	0.296	5	6
hulu	هولو	0.296	5	6
guiness	غينيس	0.296	5	6
sioux	سيوكس	0.296	5	6
floppy	القرص المرن	0.296	5	6
colder	برودة	0.296	15	18
tackled	تناولت	0.296	5	6
pounder	مدقة يد الهاون	0.296	5	6
gratitude	شكر	0.296	10	12
rafting	تجمع كبير	0.296	5	6
scrubs	الدعك	0.296	20	24
rural	ريفي	0.296	5	6
organising	تنظيم	0.296	5	6
levy	ضريبة	0.296	5	6
closes	يغلق	0.296	25	30
bron	برون	0.296	5	6
stooping	أحدب	0.296	5	6
#sweats	#تعرق	0.296	5	6
hotspot	نقطة ساخنة	0.296	5	6
taboo	محرم	0.296	5	6
moscow	موسكو	0.296	5	6
chamberlain	حاجب الملك	0.296	5	6
established	أنشئ	0.296	10	12
juices	العصائر	0.296	5	6
amnesia	فقدان الذاكرة	0.296	5	6
wakin	اكن	0.296	10	12
#lsu	#[لسو	0.296	5	6
#days	#أيام	0.296	5	6
#hmmm	#هممم	0.296	5	6
bobbing	التمايل	0.296	5	6
togo	توغو	0.296	5	6
shelley	شلي	0.296	5	6
tupac	توباك	0.296	15	18
fluids	السوائل	0.296	5	6
extensive	واسع	0.296	5	6
apes	القرود	0.296	5	6
thrill	التشويق	0.296	10	12
devoured	التهمت	0.296	5	6
undergrad	الطالب الجامعي	0.296	5	6
functions	وظائف	0.296	10	12
ticks	القراد	0.296	5	6
jockey	سائس	0.296	5	6
hoped	تأمل	0.296	15	18
nee	ني	0.296	10	12
bead	خرزة	0.296	5	6
vince	فينس	0.296	20	24
seller	بائع	0.296	5	6
blushing	إحمرار الوجه خجلا	0.296	5	6
#only	#فقط	0.296	5	6
trampled	تداس	0.296	5	6
grinning	مبتسما	0.296	5	6
supa	سوبا	0.296	5	6
awaken	أيقظ	0.296	5	6
knit	متماسكة	0.296	10	12
chlamydia	الكلاميديا	0.296	5	6
kaya	كايا	0.296	10	12
airways	الخطوط الجوية	0.296	5	6
#titanic	#جبار	0.296	5	6
bleaching	تبيض	0.296	5	6
titanium	التيتانيوم	0.296	5	6
room	غرفة	0.296	1935	2321
triumph	انتصار	0.296	5	6
spangled	لماع	0.296	10	12
sunburned	حرقة الشمس	0.296	5	6
rooster	ديك	0.296	5	6
sike	سيكه	0.296	5	6
experts	الخبراء	0.296	5	6
hashbrowns	هاشبروونس	0.296	5	6
pace	سرعة	0.296	40	48
curvy	متعرج	0.296	5	6
accompanying	مصاحب	0.296	5	6
#wealth	#ثروة	0.296	5	6
platinum	بلاتين	0.296	15	18
farthest	الأبعد	0.296	5	6
camped	يخيم	0.296	5	6
nest	عش	0.296	15	18
reflex	لا ارادي	0.296	5	6
stacking	التراص	0.296	5	6
farmer	مزارع	0.296	15	18
mari	ماري	0.296	5	6
cramping	التشنج	0.296	5	6
spartacus	سبارتاكوس	0.296	5	6
#english	#الإنجليزية	0.296	10	12
evacuate	إخلاء	0.296	5	6
demolish	هدم	0.296	5	6
legalizing	تقنين	0.296	5	6
dramatically	بشكل كبير	0.296	5	6
managing	إدارة	0.296	15	18
digital	رقمي	0.296	25	30
bundle	حزمة	0.296	5	6
tsunami	تسونامي	0.296	10	12
wc	مرحاض	0.296	10	12
rumble	لعلع	0.296	10	12
spoonful	ملعقة	0.296	5	6
#parents	#الآباء	0.296	5	6
#vikings	#الفايكنج	0.296	5	6
careers	وظائف	0.296	10	12
honorable	مشرف	0.296	5	6
marissa	ماريسا	0.296	5	6
bike	دراجة هوائية	0.295	189	227
experience	تجربة	0.294	238	286
gear	معدات	0.294	104	125
screaming	صراخ	0.294	163	196
bradford	برادفورد	0.293	54	65
crawling	زحف	0.293	64	77
flash	فلاش	0.293	74	89
lecture	محاضرة	0.293	138	166
patch	بقعة	0.292	44	53
opened	افتتح	0.292	122	147
henry	هنري	0.292	44	53
demand	الطلب	0.292	49	59
freezing	تجمد	0.291	243	293
nathan	ناثان	0.291	39	47
dreamt	حلمت	0.291	39	47
thee	اليك	0.29	58	70
seminar	ندوة	0.29	29	35
week	أسبوع	0.29	3325	4011
sittin	سيتين	0.29	58	70
liam	ليام	0.29	82	99
nine	تسعة	0.29	58	70
coat	معطف	0.29	145	175
ross	روس	0.289	106	128
dentist	طبيب أسنان	0.289	135	163
cleared	مسح	0.289	24	29
creed	العقيدة	0.289	24	29
tee	نقطة الإنطلاق	0.289	48	58
now	الآن	0.289	10811	13064
vocabulary	مفردات اللغة	0.289	24	29
knackered	كناكيريد	0.289	24	29
marshall	مارشال	0.289	24	29
blush	استحى	0.289	24	29
walk	سير	0.288	1094	1323
due	بسبب	0.288	412	498
review	مراجعة	0.288	91	110
candy	حلوى	0.288	230	278
madonna	السيدة العذراء	0.287	19	23
tennis	تنس	0.287	147	178
house	بيت	0.287	2655	3214
ease	سهولة	0.287	19	23
bend	انحناء	0.287	38	46
digging	حفر	0.287	38	46
windshield	الزجاج الأمامي	0.287	19	23
trevor	تريفور	0.287	19	23
costumes	ازياء	0.286	33	40
shake	هزة	0.286	198	240
burst	انفجار	0.286	52	63
hockey	الهوكي	0.286	322	390
heels	كعوب	0.286	217	263
lady	سيدة	0.285	671	814
five	خمسة	0.285	268	325
vegetable	الخضروات	0.284	14	17
lindsey	ليندسي	0.284	14	17
bane	هلاك	0.284	14	17
verge	شفا	0.284	28	34
activities	الأنشطة	0.284	14	17
consume	تستهلك	0.284	14	17
bac	البكالوريا	0.284	14	17
kurt	كورت	0.284	14	17
hog	خنزير	0.284	14	17
ma	أماه	0.284	327	397
teammate	زميله	0.284	14	17
russel	روسيل	0.284	14	17
nas	ناس	0.284	14	17
busting	خرق	0.284	14	17
boston	بوسطن	0.283	79	96
assist	مساعدة	0.282	37	45
intro	مقدمة	0.282	37	45
headed	ذو رأس	0.281	92	112
dates	مواعيد	0.281	55	67
barley	الشعير	0.281	23	28
happily	بسعادة	0.281	69	84
edge	حافة	0.281	78	95
#oh	#يا	0.281	23	28
create	خلق	0.281	78	95
memphis	ممفيس	0.281	23	28
yep	موافق	0.281	161	196
quiet	هدوء	0.28	201	245
salt	ملح	0.28	114	139
performance	أداء	0.28	557	679
wars	الحروب	0.28	96	117
tape	شريط	0.28	114	139
research	بحث	0.28	82	100
bachelor	بكالوريوس	0.28	41	50
underneath	تحت	0.279	50	61
underwear	الملابس الداخلية	0.279	127	155
charlie	تشارلي	0.278	86	105
consecutive	متتابع	0.277	18	22
satellite	الأقمار الصناعية	0.277	9	11
itunes	اي تيونز	0.277	99	121
beige	البيج	0.277	9	11
sooner	عاجلا	0.277	63	77
historic	تاريخي	0.277	9	11
marie	ماري	0.277	9	11
loner	وحيد	0.277	18	22
remover	الراحل	0.277	18	22
unpacked	تفكيك	0.277	9	11
springfield	سبرينغفيلد	0.277	9	11
bans	حظر	0.277	9	11
comin	كومين	0.277	54	66
suprise	مفاجأة	0.277	9	11
attended	حضر	0.277	18	22
boobies	المغفلون	0.277	9	11
stressing	مؤكدا	0.277	27	33
#america	#أمريكا	0.277	18	22
trot	هرولة	0.277	9	11
dumps	نفايات	0.277	9	11
awakening	نهضة	0.277	9	11
owens	أوينز	0.277	9	11
gus	جوس	0.277	9	11
asthma	الربو	0.277	18	22
indie	إيندي	0.277	18	22
specialist	متخصص	0.277	9	11
giggle	قهقه	0.277	18	22
anarchy	فوضى	0.277	9	11
#wait	#انتظر	0.277	9	11
speedos	عدادات السرعة	0.277	9	11
hipster	محب	0.277	27	33
wal	وول	0.277	36	44
length	طول	0.277	36	44
sizes	الأحجام	0.277	18	22
references	المراجع	0.277	9	11
groin	الفخذ	0.277	9	11
lah	لاه	0.277	9	11
bender	مرح صاخب	0.277	9	11
taylor	تايلور	0.277	543	664
westlife	وست لايف	0.277	9	11
tis	تيس	0.277	18	22
stereotypical	قولبي	0.277	9	11
lorry	شاحنة	0.277	9	11
nbd	بنك دبي الوطني	0.277	9	11
gate	بوابة	0.277	45	55
#people	#الناس	0.277	36	44
#work	#عمل	0.276	85	104
cheering	هتاف	0.275	40	49
spirit	روح	0.275	102	125
gee	لفظة تؤمر بها للتسرع	0.275	40	49
amazed	مندهش	0.275	49	60
shoulders	أكتاف	0.275	49	60
joining	انضمام	0.275	40	49
incredibly	لا يصدق	0.274	75	92
worries	المخاوف	0.274	53	65
shouting	صياح	0.274	62	76
grandpa	جد	0.274	62	76
part	جزء	0.274	853	1046
ti	منظمة الشفافية الدولية	0.273	22	27
library	مكتبة	0.273	211	259
onto	على	0.273	176	216
recovering	يتعافى	0.273	22	27
ordered	أمر	0.273	176	216
miami	ميامي	0.273	66	81
pep	حيوية	0.273	22	27
percent	في المئة	0.273	22	27
comedy	كوميديا	0.272	83	102
apt	عرضة	0.272	35	43
weekends	عطلة نهاية الأسبوع	0.271	87	107
mic	هيئة التصنيع العسكري	0.271	61	75
soda	المياه الغازية	0.271	61	75
snaps	الطقات	0.27	13	16
fusion	انصهار	0.27	13	16
stoned	رجم	0.27	26	32
carlos	كارلوس	0.27	13	16
disguise	إخفاء	0.27	13	16
struggles	النضالات	0.27	13	16
cranky	غريب الأطوار	0.27	26	32
bikinis	البيكينيات	0.27	13	16
emily	إميلي	0.27	39	48
howling	عواء	0.27	13	16
bats	الخفافيش	0.27	13	16
permit	تصريح	0.27	13	16
colleague	زميل	0.27	13	16
stupidly	بغباء	0.27	13	16
needed	حاجة	0.269	335	413
break	استراحة	0.269	1041	1283
ken	كين	0.268	30	37
pattern	نمط	0.268	47	58
deer	الغزال	0.268	60	74
stage	المسرح	0.268	188	232
denver	دنفر	0.267	17	21
bathroom	حمام	0.267	396	489
richmond	ريتشموند	0.267	17	21
oak	بلوط	0.267	17	21
doughnut	تبرع	0.267	17	21
roommates	غرفهم	0.267	34	42
biggie	بيجي	0.267	17	21
hooker	عاهرة	0.267	34	42
titans	جبابرة	0.267	17	21
bouncing	كذاب	0.267	17	21
apocalypse	سفر الرؤيا	0.267	34	42
mercedes	مرسيدس	0.267	17	21
doors	الأبواب	0.266	89	110
pack	حزمة	0.265	244	302
#feeling	#شعور	0.264	42	52
shouted	صاح	0.264	21	26
touches	اللمسات	0.264	21	26
ca	كاليفورنيا	0.264	21	26
ipad	باد	0.264	130	161
dec	ديسمبر	0.264	42	52
officially	رسميا	0.264	381	472
wale	الحبار أثر الضرب بالسياط	0.264	21	26
winning	فوز	0.263	279	346
barking	نباح	0.263	25	31
peeling	تقشير	0.263	25	31
bought	اشترى	0.263	631	782
pond	بركة	0.263	25	31
stay	البقاء	0.262	1346	1670
conference	مؤتمر	0.261	62	77
upper	أعلى	0.261	33	41
sydney	سيدني	0.26	37	46
original	أصلي	0.26	123	153
freaking	ينقط	0.26	238	296
pulls	تسحب	0.26	41	51
sa	سا	0.26	82	102
pretty	جميل	0.259	1772	2206
bros	بروس	0.259	53	66
runs	أشواط	0.259	172	214
omg	يا إلهي	0.256	1335	1666
busy	مشغول	0.256	366	457
six	ستة	0.256	181	226
hops	القفزات	0.255	4	5
poeple	يعاني	0.255	4	5
#busted	#ضبطت	0.255	4	5
manors	عزبات	0.255	4	5
plaza	ساحة عامة	0.255	8	10
lingers	باقية	0.255	4	5
bagged	حصل	0.255	8	10
